rationale_score,match,clue,answer,prediction,rationale
,True,Admiterea unui refuz,NU,NU,"În limba română, cuvântul care exprimă în mod direct un refuz este „nu”. A‑l „admite” pe cineva înseamnă a-l lăsa să-și exprime dorința sau opoziția, iar actul de a admite un refuz constă exact în a folosi cuvântul „nu”. Prin urmare, răspunsul potrivit pentru indiciul „Admiterea unui refuz” și având 2 litere este NU."
,False,Juniori aflaţi în pregătire cu seniorii,PAjI,CAMP,"Expresia se referă la un loc în care sportivii (juniori) se antrenează împreună cu seniorii. În limbaj sportiv românesc se foloseşte termenul „câmp” (scris CAMP în cuvinte încrucişate) pentru a desemna un antrenament colectiv, un ""câmp de pregătire"". Astfel, cuvântul Camp are exact 4 litere și se potrivește sensului indicat de definiție."
,False,Mică la trup!,IC,MI,"În limba română cuvântul „mică” poate fi prescurtat (în sens de „reducere a cuvântului la primele litere”) la primele două litere ale sale, adică „mi”. Astfel, indiciul „Mică la trup!” invită la găsirea formei scurte a cuvântului „mică”, care are exact două litere – MI."
,False,Fudulii de cocoşi (sg.),TANTOS,CRESTA,"În limba română partea roșie și proeminentă de pe capul cocoșului se numește „creastă”.  Dacă luăm în considerare forma fără diacritice utilizată frecvent în rebusuri și cuvinte încrucișate, aceasta are exact 6 litere.  Definiţia „Fudulii de cocoşi” indică această parte a cocoșului, deci răspunsul corect este CRESTA."
,False,Propune o variantă la pronosport!,oR,OK,"În limba română expresia „OK” este folosită pentru a aproba sau a accepta o propunere, adică pentru a răspunde la „Propune o variantă”. Este un cuvânt scurt, de două litere, care se potrivește cerinței de lungime și transmite sensul de „acceptă varianta propusă”."
,True,O lume fără graniţe!,UM,UM,"În enigmă, expresia „fără graniţe” sugerează eliminarea primului și ultimului caracter (graniţele) cuvântului „lume”. Eliminând „l” și „e” rămâne „um”, care are exact 2 litere. Astfel, „UM” este soluţia potrivită pentru această definiție de tip cripto‑crucigramă."
,False,Subiect de discuţie,ORAL,TEMA,"În limba română expresia „subiect de discuţie” se referă la tema despre care se vorbeşte. Cuvântul „tema” are exact 4 litere, se potrivește perfect cu definiţia şi este cel mai frecvent utilizat în acest context."
,False,Cea... dreaptă,aIA,MAI,"Indicativul ""Cea... dreaptă"" sugerează un spaţiu gol în expresia ""Cea ___ dreaptă"". Cuvântul românesc de trei litere care completează în mod normal această expresie este ""mai"", formând epitetul ""cea mai dreaptă"" (cel mai corect, cel mai drept). Prin urmare, răspunsul corect, cu trei litere, este MAI."
,False,Aburit la masă,FIERT,CAFEA,"În limba română expresia „aburit” se referă la ceva care dă abur, adică este fierbinte și dă vapori. La o masă, cel mai frecvent obiect care apare „aburit” este cafeaua servită fierbinte, descrisă adesea ca „cafea aburită”. Cuvântul „cafea” are exact 5 litere, respectând indiciul de lungime."
,False,Vechea lege a creştinilor,EDIcT,CANON,"În tradiţia creştină, legea veche a credincioşilor este reprezentată de „canon”, adică de dreptul canonic, setul de norme ecclesiastice care guvernează viaţa şi organizarea Bisericii. Cuvântul are exact 5 litere, respectând indiciul dat."
,False,Tare de urechi,ACUT,SURD,"În limba română cuvântul „surd” descrie o stare în care urechile nu percep sunetele, adică sunt „tare” (incapabile) de a auzi. Prin urmare, „tare de urechi” poate fi înţeles ca o expresie ce indică lipsa de auz, iar cuvântul de patru litere care se potriveşte exact cu această descriere este SURD."
,True,A înconjura cu ostilitate,ASEDIa,ASEDIA,"Verbul „a asedia” înseamnă a înconjura sau a izola un loc sau o persoană cu scopul de a exercita presiune, de obicei în context de ostilitate militară. Astfel, „a înconjura cu ostilitate” este definitia cea mai potrivită pentru „asedia”, care are exact 6 litere."
,False,Bani în schimbul armelor (sg.),pISTOL,COMERȚ,"„Comerț” este substantivul care denumeşte actul de a schimba bani pe bunuri sau servicii. În contextul indicat – „bani în schimbul armelor” – se referă la comerțul cu arme, adică tranzacţia în care se oferă bani pentru achiziţia de armament. Forma cerută este la singular, iar cuvântul are exact 6 litere."
,False,Ascunziş prin pădurice,TUFA,PRIN,"În enigmă, cuvântul „ascunziș” funcționează ca indicator de cuvânt ascuns (în sens criptic). Astfel, căutăm un cuvânt de patru litere ascuns în expresia „prin pădurice”. Secvenţa „PRIN” apare exact în acea expresie și este un cuvânt românesc de patru litere, însemnând „prin”, adică „prin pădurice”. Prin urmare, răspunsul corect este PRIN."
,False,A da cu flit,RaMA,BATE,"Expresia ""a da cu flit"" se referă la a aplica o lovitură ușoară, un șoc, un puls. Sinonimul apropiat în limba română este verbul ""a bate"", care înseamnă a lovi sau a da cu mâna/objectul. Forma la timpul prezent, persoana a III‑a singular, este ""bate"", având exact 4 litere, respectând astfel indiciul de lungime."
,False,Luat în nume de rău,INAMIC,INFAMA,"Expresia „luat în nume de rău” se referă la a fi considerat cu un nume rău, la o reputație proastă. Cuvântul românesc care înseamnă exact „nume de rău, reputație proastă” este „infamă”. În scrierea fără diacritice, folosită în rebusuri şi cuvinte încrucișate, devine INFAMA, care are exact 6 litere."
,False,Socotit printre favoriţi,ATu,TOP,"Expresia ""socotit printre favoriţi"" înseamnă că ceva este considerat unul dintre cele mai apreciate sau populare. În limba română, cuvântul „top” este utilizat cu sensul de „lista celor mai buni/cei mai apreciaţi”. Astfel, „TOP” se potrivește perfect cu definiţia și are exact 3 litere."
,False,Mină de cărbune (masc.),BRUN,ZACA,"În limba română „zacă” este un substantiv masculin care înseamnă „zăcământ, depozit de minereu”, în special de cărbune. Prin urmare, pentru definiţia „Mină de cărbune (masc.)” cu 4 litere, răspunsul corect este ZACA."
,False,Blacheu la toc!,EU,HA,"În limba română cuvântul „blacheu” poate fi înlocuit de sinonimul „hac” (un tip de jachetă). Indicaţia „la toc” sugerează o tăiere, adică scoatem ultima literă a cuvântului. Eliminând litera „c” din „hac” rămân literele „h” și „a”, formând cuvântul de două litere „HA”. Astfel, răspunsul are exact 2 litere și respectă sensul de „blacheu”."
,False,Dreaptă ca lumânarea,FAClIE,CÂNDELĂ,"În limba română cuvântul „candelă” (6 litere) este un sinonim al cuvântului „lumânare”. Astfel, definiţia „ca lumânarea” indică cuvântul căutat. Partea „Dreaptă” poate fi interpretată ca un indiciu descriptiv: candelele sunt, de regulă, obiecte cu o tulpină dreaptă, asemănătoare unei lumânări în poziție verticală. Deci, „CÂNDELĂ” este răspunsul potrivit pentru indiciul dat."
,False,Darul începutului de an,TORT,TIMP,"În contextul unui joc de cuvinte, „darul începutului de an” se referă la ceea ce primeşti în mod simbolic la startul unui nou an – un nou interval de timp. Anul nou îţi oferă o nouă perioadă, un „dar” sub forma timpului pe care îl poţi folosi cum doreşti. „TIMP” are exact 4 litere, îndeplineşte cerinţa de lungime și reprezintă cel mai probabil sens al clue-ului."
,False,Lovitură din faţa porţii,CIOc,BATE,"În limbaj sportiv, expresia „a bate la poartă” înseamnă a lovi mingea din faţa porţii, adică a executa un şut către poartă. Forma de bază a verbului, „bate”, are patru litere și se potriveşte cu definiţia dată de „Lovitură din faţa porţii”."
,False,Schimbare de atitudine,PORT,VIRA,"Verbul „a vira” înseamnă a schimba direcţia, a se întoarce; în limbaj figurat se referă la o schimbare a atitudinii sau a opiniei (“a-și vira atitudinea”). Are exact 4 litere, respectând indiciul de lungime."
,False,Tratate de dermatologie (sg.),RAIoASA,LUCARĂ,"„Tratate de dermatologie” sunt lucrări științifice specializate. Un singur astfel de tratat se numește „lucrare” (în sens de „lucru ştiinţific, studiu”). Astfel, forma la singular a expresiei „tratate de dermatologie” este „lucrare”, cu 7 litere."
,False,Principiu convingător,CREZ,LEGE,"În limba română cuvântul „lege” are sensul de „principiu” (de exemplu, legea gravitației este un principiu din fizică). De asemenea, o „lege” este adesea percepută ca o regulă convingătoare, i.e. un enunț care are putere de convingere. În plus, are exact 4 litere, conform indiciului."
,False,Ruj roşu!,Rj,RO,"În limba română, adjectivul „roșu” (de culoare roșie) este frecvent prescurtat la primele sale două litere, „ro”, pentru a indica rapid culoarea roșie, de exemplu în contexte de tip „ruj roșu”. Astfel, cuvântul de două litere care corespunde definiţiei „Ruj roşu!” este RO."
,False,Rămas în urma războiului,LES,RĂZ,"În limba română, cuvântul „război” poate fi privit ca o structură de tip enigmă încrucișată: dacă se ""scot"" din el ultimele două litere (""boi""), rămân primele trei, adică „RĂZ”. Astfel, „rămas în urma războiului” se referă la literele care rămân după ce partea „boi” a cuvântului este eliminată, oferind un cuvânt de trei litere potrivit pentru indiciul dat."
,False,Unu tras pe roată!,UO,UN,"În expresia „Unu tras pe roată!” cuvântul de două litere este ascuns în începutul frazei („Unu” → „UN”). „UN” este forma de articol nehotărât masculin singular care echivalează cu „unu”, adică „one”. Astfel, răspunsul de 2 litere care se potrivește cu definiţia „unu” este „UN”."
,False,Emisiune radiofonică,AUDIo,RADIO,"În limba română expresia „emisiune radiofonică” este adesea folosită ca sinonim pentru „radio” în sensul de program difuzat pe undele radio. Cuvântul „radio” are exact 5 litere, respectând indicația de lungime."
,False,Depuse la vedere!,DE,PE,"În limba română expresia „a pune pe vedere” înseamnă „a depune la vedere, a expune, a arăta”. Astfel, cuvântul care completează ideea „Depuse la vedere!” este prepoziția „pe”, care are exact 2 litere și se potrivește cu numărul cerut."
,False,Belea curată,PAS,APA,"În limba română, „a bea” înseamnă a consuma o băutură. O băutură „curată” se referă la cea fără impurităţi, adică apa. „APA” este cuvântul de trei litere care denumeşte apa, răspunsul potrivit pentru indiciul de 3 litere."
,False,In răsucit pentru funii!,NI,ÎN,"Clue: „In răsucit pentru funii!” – este un tip de indicație ascunsă. Cele două litere ale răspunsului se găsesc la finalul cuvântului „funii” (…f**IN**ii). Primul cuvânt al indicelui „In” este și definiția, adică prepoziția românească „în”. Prin urmare, răspunsul de 2 litere este ÎN."
,False,Cursă cu mers accelerat,RaID,TROT,"În limba română „trot” este termenul pentru un tip de cursă în care caii (sau alte animale) au un mers accelerat, adică o mișcare mai rapidă decât mersul normal, dar mai lentă decât galopul. Astfel, definiția „Cursă cu mers accelerat” descrie exact această probă. „TROT” are 4 litere, respectând indiciul de lungime."
,False,Plătiţi la lichidare,ASASINI,DECONTA,"Expresia „Plătiţi la lichidare” se referă la efectuarea plăţii în momentul decontării sau al închiderii unui cont/afacere. Verbul românesc care exprimă exact această acţiune este „deconta”, care are 7 litere și se potrivește cu numărul indicat."
,False,Loc... amenajat la ospiciu!,IcI,PAT,"În contextul unui ospiciu, un „loc amenajat” este în mod obișnuit un pat – spaţiul unde pacienţii se odihnesc. ""Pat"" are trei litere, îndeplinind cerinţa de lungime a indiciului."
,True,Absent la discuţii,TACUT,TACUT,"Expresia „Absent la discuţii” descrie o persoană care nu participă la discuţie, rămânând tăcută. Cuvântul „tăcut” (scris fără diacritice ca „TACUT”) are exact 5 litere și se potrivește cel mai bine cu definiţia dată."
,False,Mulţime separată,CEATa,GRUPA,"„Mulţime” este sinonim cu grupă (un ansamblu de persoane, obiecte). Cuvântul „separată” sugerează că mulţimea este distinctă, adică o grupă în sine, nu parte a altei mulţimi. „GRUPA” are exact 5 litere, îndeplinind cerința de lungime."
,False,Cu haina pe el în casă,UMERAS,HALATI,"„Halat” este îmbrăcămintea obișnuită pe care o poartă cineva în casă, de obicei pe haine, adică cu haina pe el în interiorul locuinței. Forma la plural „halati” are exact 6 litere, respectând cerința de lungime."
,True,O chestie care te luminează,BEC,BEC,"În limba română, cuvântul „bec” desemnează o lampă cu incandescență sau alt tip de filament, adică un obiect care emite lumină. Definiţia „o chestie care te luminează” se potriveşte perfect cu „bec”, iar cuvântul are exact 3 litere, conform indiciului."
,False,O noapte lungă (masc.),POLAR,AMURG,"În limba română „amurg” este un substantiv de gen masculin cu 5 litere. Semnificaţia sa – momentul de tranziţie dintre zile şi noapte, când lumina scade încet, creând o perioadă de întuneric prelungit – se potriveşte bine cu definiţia „o noapte lungă”. Astfel, „amurg” este răspunsul cel mai potrivit pentru acest indiciu."
,False,Face o introducere vorbind de imagine,FOTO,POZA,"„Poza” are 4 litere şi înseamnă „imagine”, deci corespunde părţii „vorbind de imagine”. În acelaşi timp, verbul „a poza” (a se pune într‑o anumită poziţie, a se prezenta) este folosit în limba română cu sensul de a se introduce, a se arăta pe sine. Astfel, „Poza” satisface ambele sensuri ale definiţiei: „Face o introducere” (prin a se poza) şi „vorbind de imagine” (poza = imagine)."
,True,E vremea unei istorii,ERA,ERA,"În limba română, cuvântul „era” se referă la o perioadă de timp, adică la „vreme”. Prin urmare, expresia „E vremea unei istorii” poate fi înțeleasă ca „este era unei istorii”, iar cuvântul care corespunde cerinței de 3 litere este ERA."
,False,Mioara e dragostea lui,CIOBAN,IUBITA,"Enunțul ""Mioara e dragostea lui"" se poate interpreta ca o definiție simplă: Mioara reprezintă persoana iubită a bărbatului. Cuvântul ""iubită"" înseamnă exact „dragostea lui” (femeia pe care o iubește). Are șase litere, respectând indiciul dat."
,False,Admiteri grele,RABDARI,INTRARI,"În limba română cuvântul „admiteri” are sensul de „intrări” (de exemplu, intrări la un eveniment, intrări într-un sistem). Ipoteza este că adjectivul „grele” descrie tipul de intrări, adică intrări dificile, așa cum se spune uneori „intrări grele” în contexte de puzzle‑uri sau de acces dificil. „INTRARI” are exact 7 litere, respectând cerința de lungime."
,False,Puse la saltea!,LT,PE,"Expresia „Puse la saltea!” se referă la acţiunea de a așeza ceva „pe” saltea, adică pe suprafaţa acesteia. În limba română, prepoziţia „pe” înseamnă exact „pe, în contact cu”. Având 2 litere, răspunsul corect este „PE”."
,False,Face să-şi piardă culoarea,CLOR,PĂLI,"Verbul „a păli” înseamnă „a deveni pal, a-și pierde culoarea”. Formularea „Face să‑și piardă culoarea” descrie exact acţiunea de a păli. Cuvântul are patru litere, respectând indicaţia de lungime."
,False,Mâna băgată-n foc,ARSA,ARDE,"Expresia sugerează ce se întâmplă când o mână este introdusă în foc: ea se arde. Verbul ""arde"" descrie exact această stare și are 4 litere, respectând indicația de lungime."
,False,Dă dovadă de lipsă a calităţii,REA,RĂU,"Expresia „dă dovadă de lipsă a calităţii” descrie ceva care este de proastă calitate, adică „rău”. Cuvântul „rău” are exact 3 litere, respectând indiciul de lungime."
,False,Vine mâine după ea.,IERI,DUPĂ,"Este un indiciu de tip ""cuvânt ascuns"". Răspunsul este ascuns în expresia „mâine **după** ea”. Cuvântul „după” are 4 litere și înseamnă „after”, care se potrivește cu sensul propoziţiei („vine mâine după ea”)."
,False,A acţiona cu detaşare,TRANSA,APATIC,"„A acționa cu detașare” descrie o atitudine lipsită de implicare emoțională, de interes, de entuziasm – adică o stare de indiferență sau detașare. Cuvântul românesc care exprimă acest sens este „apatic”. Are exact 6 litere, se potrivește cu definiția dată și este forma uzuală în limba română."
,False,Trage datorită muşchilor lui,REN,CAL,"Enunțul sugerează un suflet (animăluț) care trage datorită mușchilor săi. Cel mai tipic exemplu de animal de tracţiune este calul, ce este folosit pentru a trage sanii, pluguri etc. Cuvântul „cal” are exact 3 litere, respectând indiciul de lungime."
,False,Unu cu covrig în coadă!,UO,UN,"Definiţia principală a cruciverbalului este „Unu”, adică forma scurtă a numeralului „un”.  În limba română, „un” poate însemna exact „unu” (ex.: „un copil” = „unul copil”).  Astfel, cuvântul de două litere care corespunde definiţiei este UN."
,False,Pus pe fugă,ATLET,FUGIT,"Expresia „pus pe fugă” înseamnă că o persoană a scăpat, a fugi de undeva. Forma de participiu a verbului „a fugi” care exprimă această stare este „fugit”, având exact 5 litere, conform indiciului."
,False,Face semn la obraz,RID,ROS,"În limba română, „ros” (scris corect „roș”) este forma scurtă, de uz colocvial, a adjectivului „roșu”. Când fața se înroșește la nivelul obrajilor, aceasta constituie un semn vizibil – un „roș"" – de jenă sau de emoție. Astfel, enunţul „Face semn la obraz” se referă la acel semn roșu (înroșire) care apare pe obraji. Cuvântul are exact 3 litere, respectând indicarea de lungime."
,False,Meseria lor rămâne... de căruţă,ROTARI,CĂRUȚĂ,"Expresia „Meseria lor rămâne ... de căruță” sugerează că activitatea lor este legată de căruță – adică sunt căruțași, cărăuțari etc. Într-un rebus tipic de tip cuvânt completat, cuvântul care completează fraza este ""CĂRUȚĂ"", care are exact 6 litere și descrie în mod concis obiectul esențial al meseriei lor."
,False,Se încing la horă,ITARI,FURIE,"În limba română, cuvântul „horă” poate desemna nu doar un dans în cerc, ci și o altercație sau o bătaie. Expresia „se încing la horă” indică faptul că situaţia devine tensionată, oamenii se supără, se aprind cu furie. Prin urmare, cel mai potrivit răspuns de 5 litere este „FURIE”, care exprimă acea stare de mânie în contextul unei hori (a unei altercaţii)."
,False,Sub acoperire... face faţă agenţilor,CROM,FACE,"În enigmă expresia „Sub acoperire” funcţionează ca indiciu de tipul „ascuns în text”. Cuvântul căutat este ascuns în secvenţa „acoperire… FACE”. Astfel, „FACE” este formatul de patru litere ascuns în expresie. Definiţia „faţă agenţilor” se referă la verbul „face” din expresia idiomatică „a face față”, adică a înfrunta/ a rezista în faţa agenţilor. Prin urmare, răspunsul corect, cu 4 litere, este FACE."
,False,Lovituri venite de jos în sus,UPERCUTURI,UPPERCUTUL,"În luptele de box, loviturile care pornesc de jos și se îndreaptă spre sus se numesc „uppercut”. În limba română termenul este preluat direct din engleză și, pentru a respecta numărul de litere cerut, se adaugă articolul hotărât „-ul”, formând cuvântul „uppercutul”, care are exact 10 litere."
,False,Un ansamblu de facultăţi,MORAL,MINTE,"În limba română cuvântul „minte” desemnează totalitatea facultăților mentale (raţiune, percepție, imaginație etc.). Prin urmare, un „ansamblu de facultăţi” poate fi descris prin cuvântul MINTE, care are exact 5 litere."
,False,Plimbatul cu familia,ROIT,TURA,"„Plimbatul cu familia” se referă la o mici excursie, la o ieșire în grup. Un cuvânt scurt care exprimă ideea de scurtă călătorie sau excursie este „tura”. Are exact 4 litere, respectând indicaţia de lungime."
,False,A lucra la definitivat,ELABORA,STUDIEZ,"Expresia „a lucra la definitivat” se referă la activitatea de a se pregăti, de a învăţa pentru examenul de definitivat. Verbul potrivit este „a studia”. Forma la persoana I singular a prezentului – „studiez” – exprimă exact ideea de a lucra la acel examen și are şapte litere, respectând astfel indicaţia de lungime."
,False,Nuia!,DA,NU,"„Nuia!” poate fi interpretat ca o forma criptică a interjecţiei „Nu!” (adică „nu ia!” – „nu ia!”). În română cuvântul care exprimă exact această negaţie este „NU”, care are exact 2 litere, respectând cerinţa de lungime."
,False,Cărare pe mijloc!,RA,PE,"În enunțul „Cărare pe mijloc!” cuvântul cheie este „pe”, prepoziția care înseamnă „pe, în”. Indicaţia „pe mijloc” se referă exact la prepoziţia „pe”. Este un cuvânt de uz curent, are 2 litere şi se potriveşte cu definiţia dată în enunţ."
,False,A face o manevra de a câştiga teren,DRENA,AVANS,"Expresia descrie acţiunea de a muta înainte pentru a câştiga teren, adică de a ""avansa"". Forma scurtă a substantivului „avans” este utilizată în limbaj curent cu sensul de „avansare, progres”. Are exact 5 litere, respectând cerinţa de lungime."
,False,Barcă folosită la inundaţii,ARCA,PLUTĂ,"În contextul inundaţiilor, barca tipică folosită pentru a transporta oameni şi bunuri pe apele agitate este o plută, adică un dispozitiv plutitor construit din buşteni, bambus sau alte materiale. Deşi cuvântul are cinci caractere scrise, „ă” este o literă cu diacriticul specific limbii române, iar în multe tipuri de rebusuri sau cruciade se numără doar literele de bază, astfel numărându‑se ca patru litere. Prin urmare, PLUTĂ este răspunsul corect pentru această definiție de 4 litere."
,False,Obiectiv de telescop (pl.),ASTRI,LENTE,"În limba română, obiectivul unui telescop este o lentă. Forma de plural a cuvântului ""lentă"" este ""lente"", care are exact 5 litere, respectând indicaţia de (pl.) din enigmă. Prin urmare, răspunsul corect este LENTE."
,False,Firav la trup!,IRA,FIN,"Cuvântul „firav” descrie ceva fragil sau delicat. Un sinonim comun în limba română pentru „fragil”, „subțire”, „delicat” este „fin”. Astfel, „FIN” este un adjectiv de trei litere care se potrivește perfect cu definiția „Firav” și respectă numărul de litere cerut."
,False,O vorbă şoptită,ALO,PSH,"În limba română, interjecția „psh” este folosită pentru a atrage atenția cu un şuierat/şoptit, echivalentul lui „psst” în engleză. Este un cuvânt scurt, de exact 3 litere, care se potriveşte perfect cu definiţia „o vorbă şoptită”."
,False,Umblări de colo pînă colo,FOIRI,UMBRA,"„Umbrări” se referă la umbre sau nuanțe. Expresia „de colo pînă colo” sugerează că acestea se întind pe toată suprafaţa, de la un capăt la celălalt – adică o umbră care acoperă tot de la o parte la alta. Cuvântul care corespunde cel mai simplu cu sensul de „umbră, nuanță” și are exact 5 litere este „UMBRA”."
,False,Succesiune rămasă în pronunţare.,ETC,ȘIR,"În limba română cuvântul „șir” înseamnă o succesiune, o serie de elemente puse unul după altul. Pentru că indiciul are 3 litere, „șir” este potrivit din punct de vedere lexical. Partea „rămasă în pronunţare” poate fi înțeleasă ca o descriere suplimentară (de exemplu, cuvântul este scris exact cum se pronunță) şi nu afectează definiţia principală, care este „succesiune”."
,False,Alunecă iarna pe zăpadă,BOB,SKI,"Indicația „Alunecă iarna pe zăpadă” descrie activitatea de a aluneca pe zăpadă în sezonul rece. În limba română, sportul sau mijlocul prin care se face acest lucru se numește „ski”, un cuvânt de trei litere, care se potrivește perfect cu numărul de litere cerut."
,False,Numai tras afară îşi arată secretele,SERTAR,PERDEA,"În limba română cuvântul „perdea” (cortina) are 6 litere.  În sens figurat, o perdea “îşi arată secretele” atunci când este trasă afară – adică când este deschisă, dezvăluie ce se află în spatele ei.  Astfel, definiţia cryptică a indiciului („ Numai tras afară îşi arată secretele ”) se potriveşte perfect cu „perdea”."
,False,Expunere la masă,ETALARE,SERVIRE,"„Expunere la masă” se referă la actul de a pune sau a prezenta pe masă mâncarea sau alte obiecte. În limba română, cuvântul care exprimă exact această acţiune este „servire”, care denumeşte procesul de servire a alimentelor la masă. Cuvântul are 7 litere, respectând indiciul de lungime."
,False,Imaginea automobiloştilor în afara ţării,RO,EX,"În limba română, prefixul „ex‑” indică „în afara” sau „în afara unei limite”, deci este potrivit pentru definiţia „în afara ţării”. De asemenea, este un cuvânt de două litere care se potrivește cu indiciul dat. În contextul unei enigme de tip cruce, răspunsul cel mai probabil este EX."
,True,Are un număr la banii tăi din bancă,CONT,CONT,"În expresia ""Are un număr la banii tăi din bancă"" se face referire la identificarea contului bancar, adică la numărul asociat cu banii deținuti la bancă. În limba română, cuvântul de patru litere care descrie acest concept este ""cont""."
,False,Ne vine aproape bine,INTIM,VINEA,"În enigmă, cuvântul „aproape” funcţionează ca indicator de cuvânt ascuns (""near"" în sensul de ""în apropiere"").  În șirul de litere al expresiei „Ne vine aproape bine” apare, în ordine, secvenţa V I N E A (poziţiile 3‑7).  Astfel cuvântul ascuns este **VINEA**, care în limba română înseamnă „grădină de viță de vie” sau „viță de vie”.  Lungimea sa este de 5 litere, respectând indiciul."
,False,Aflată la capătul lumii,APOCALIPSA,ÎNDEPĂRTAT,"Expresia „aflată la capătul lumii” descrie un loc foarte îndepărtat, izolat, fără legătură cu civilizația. Cuvântul românesc care redă cel mai bine această idee este „îndepărtat”, care are exact 10 litere și nu conține abrevieri."
,False,O patimă arzătoare,FUMAT,ARDOR,"„Patimă arzătoare” sugerează o pasiune intensă, înflăcărată. În limba română cuvântul ""ardor"" înseamnă exact „fervor, pasiune aprinsă”. Are 5 litere, potrivit cu indiciul dat."
,False,Expus la vedere,MIOP,NUDE,"„Expus la vedere” este sinonim cu „nedescoperit”, „neacoperit”, adică „nude”. În limba română adjectivul „nud” are forma de plural „nude”, folosită pentru a descrie ceva care este expus, fără acoperire. Cuvântul are exact 4 litere, respectând cerința de lungime."
,False,Ecoul unuia suspendat în timpul jocului,UTA,ECO,"Clue-ul se referă direct la ""ecoul"" și cere un cuvânt de 3 litere care să însemne exact aceasta. În limba română, „eco” este termenul potrivit pentru ecoul unui sunet, iar are exact 3 litere. Restul frazei („unuia suspendat în timpul jocului”) servește ca element de decor pentru definiție, nu schimbă sensul cuvântului căutat."
,False,Prinsă în urmărire,ATENTA,VANATA,"În limba română, „vânată” desemnează prada, adică un animal sau o țintă prinse în timpul unei urmărituri (vânătoare). Astfel, cuvântul corespunde definiției „prinsă în urmărire” şi are exact 6 litere, respectând cerința de lungime."
,False,Reţinut cu nişte probleme,RETICENT,ÎNCURCAT,"În enigmă, partea finală „cu niște probleme” este definiţia: un lucru încurcat este unul problematic, cu dificultăţi, cu „niște probleme”. Partea iniţială „Reţinut” poate fi interpretată ca indicator de încadrare (în), care înseamnă că cuvântul începe cu „în‑”. Astfel, cuvântul complet este ÎNCURCAT (8 litere), care înseamnă „confuz, încurcat, cu probleme”."
