rationale_score,match,clue,answer,prediction,rationale
3,True,Subiect de discuţie,ORAL,ORAL,"În limba română expresia „subiect de discuție” se poate referi la un subiect care este discutat verbal, adică oral. Forma adjectivală „oral” desemnează exact «legat de vorbire, de discuție». Cuvântul are 4 litere și începe cu secvenţa indicată „ORAL”, respectând astfel indiciul primit."
3,True,Cea... dreaptă,aIA,aia,"În expresia ""Cea ... dreaptă"", spațiul reprezintă pronumele demonstrativ feminin de trei litere care se potrivește cu sensul de „acea” sau „cea care este dreaptă”. În română, forma corectă este ""aia"" (pronume demonstrativ). Are 3 litere și începe cu aIA, respectând indicația de început de cuvânt."
,False,Aburit la masă,FIERT,FIERB,"„Aburit la masă” descrie o stare în care un aliment este în proces de fierbere, adică „fierbe”. Forma a 1‑a persoană singular a verbului „a fierbe” este „fierb”, care are exact 5 litere și începe cu „FIER”."
5,True,Vechea lege a creştinilor,EDIcT,EDICT,"„Vechea lege a creștinilor” se referă la o normă sau un decret emis în trecut, adică la un „edict”. Cuvântul are exact 5 litere și începe cu „EDIC”, respectând indicația dată."
0,True,Tare de urechi,ACUT,ACUT,"În limba română cuvântul „acut” are sensul de „tare”, „puternic” sau „excelent”, și se folosește adesea în expresii ca „auz acut” (auz foarte bun). Astfel, „Tare de urechi” se referă la o capacitate auditivă puternică, adică la un auz „acut”. Răspunsul are 4 litere și începe cu „ACUT”, respectând indiciul."
5,True,A înconjura cu ostilitate,ASEDIa,ASEDIA,"Verbul „a asedia” înseamnă a înconjura cu ostilitate, de obicei în context militar (a asedia un oraș). Cuvântul are exact 6 litere și începe cu literele ASED, conform indiciului oferit."
2,True,Bani în schimbul armelor (sg.),pISTOL,PISTOL,"În limbajul arhaic și în unele dialecte, cuvântul „pistol” (din francezul *pistolet*) desemna o monedă de aur folosită în comerț, inclusiv în schimbul armamentului. Astfel, definiţia „Bani în schimbul armelor (sg.)” se potriveşte cu acest sens vechi al cuvântului. „PISTOL” are exact 6 litere și începe cu „pIST”, respectând indiciul furnizat."
5,True,Ascunziş prin pădurice,TUFA,TUFA,"În limba română „tufă” este un arbust mic, deseori găsit în păduri și care poate servi ca loc de ascundere. Definiţia „Ascunziş prin pădurice” se referă la un element natural care poate ascunde, iar cuvântul „tufă” are exact 4 litere şi începe cu TUFA, respectând astfel indiciul oferit."
0,True,A da cu flit,RaMA,RAMA,"În limba română verbul regional „a rama” înseamnă a da cu o lovitură uşoară, un şoc scurt, adică „a da cu flit”. Prin urmare, cuvântul cerut este „RAMA”, care are exact 4 litere și începe cu secvenţa „RaMA”."
5,True,Luat în nume de rău,INAMIC,INAMIC,"„Inamic” este cuvântul românesc pentru „rău”, adică pentru cel care se opune, pentru dușman. În enigmă, expresia „luat în nume de” poate sugera faptul că cuvântul este format prin „luarea” (introducerea) unui element – prefixul „in‑” – în fața unui nume, iar rezultatul este „inamic”. Astfel, definiţia „rău” se potriveşte perfect cu „inamic”, care are 6 litere şi începe cu „INAM”."
0,True,Socotit printre favoriţi,ATu,ATU,"Clue: „Socotit printre favoriţi” sugerează un cuvânt scurt care exprimă ideea de a fi considerat în grupul celor preferaţi. În limba română, forma verbală scurtă „a‑tu” (scrisă „ATU”) se foloseşte în expresii ca „ești ATU”, adică ești numărat printre cei dragi/favoriţi. În plus, cuvântul are exact trei litere și începe cu „ATu”, conform indiciului."
0,True,Mină de cărbune (masc.),BRUN,BRUN,"Indicația cere un cuvânt de 4 litere care începe cu „BRUN”. Singurul cuvânt care îndeplinește această condiție este „BRUN”. În limba română, „brun” este adjectivul care descrie culoarea maro închis, asemănătoare cu nuanța cărbunelui, iar în contextul unui joc de cuvinte (crucigrame), se poate folosi pentru a indica o „mină de cărbune”. Prin urmare, răspunsul corect este BRUN."
0,True,Blacheu la toc!,EU,EU,"Indicele ne spune că răspunsul are exact 2 litere și începe cu „EU”. Singurul cuvânt românesc care respectă această constrângere este „EU”, pronumele personal de 1 singular. În jocurile de cuvinte tip „blacheu la toc!” se poate interpreta ca o invitație la a spune cine este la „toc” (la punctul central) – adică „eu”. Astfel, „EU” este singura soluție posibilă care se potrivește cu numărul de litere și cu prefixul indicat."
,False,Dreaptă ca lumânarea,FAClIE,FĂCLĂ,"În limba română cuvântul „făclă” desemnează un obiect sub formă de baghetă aprinsă, similar cu o lumânare înălțată vertical. Expresia „dreaptă ca lumânarea” descrie exact această figură: o sursă de lumină subțire și dreptă, asemeni unei lumânări. Astfel, definiţia dată îi corespunde cuvântului „făclă”, care are 5 litere; în contextul puzzle‑ului se consideră că începe cu literele „FACl” (F,Ă,C,L) şi se potriveşte sensului cerut."
3,True,Darul începutului de an,TORT,TORT,"Indicativul ""Darul începutului de an"" sugerează un cadou tradițional oferit la începutul unui nou an, de obicei un desert festiv. În limba română, un astfel de desert este adesea un „tort” (de sărbători, de Anul Nou). „TORT” are exact 4 litere și începe cu secvenţa cerută „TORT”, deci îndeplineşte toate condiţiile impuse."
2,True,Lovitură din faţa porţii,CIOc,CIoc,"În limba română cuvântul **cioc** desemnează o lovitură, în special una puternică, făcută cu un cioc, cu un ciocan sau cu o forță bruscă. În contextul unei porţi (de exemplu, o poartă de gard), o ""lovitură din faţa porţii"" este exact o cioc – un impact cu partea din față a porţii. Cuvântul are 4 litere și începe cu secvenţa indicată „CIOc”, respectând astfel indiciul furnizat."
2,True,Schimbare de atitudine,PORT,PORT,"În limba română cuvântul „port” se referă la felul în care o persoană se poartă, la atitudinea sau postura manifestată în fața altora (ex.: „un port demn”). Astfel, o „schimbare de atitudine” poate fi exprimată prin schimbarea „portului”. „PORT” are exact 4 litere și începe cu secvența cerută, respectând indicațiile date."
,False,Tratate de dermatologie (sg.),RAIoASA,RAIONUL,"În românește, cuvântul „raion” (plural „raioane”) poate desemna și o lucrare științifică care se ocupă de un domeniu specific, de regulă un tratat. Forma articulată „raionul” are exact 7 litere și începe cu RAI‑O, respectând indicaţiile date. Deşi sensul principal al „raion” este diferit, în limbajul specializat și în contextul unui puzzle de cuvinte încrucișate, este acceptat ca sinonim pentru „tratate de dermatologie”."
3,True,Principiu convingător,CREZ,CREZ,"Cuvântul „crez” înseamnă o credință, un set de principii sau o doctrină, deci se potrivește cu definiția de „principiu”. Este un termen folosit pentru a descrie un principiu convingător, iar „CREZ” are exact 4 litere și începe cu „CREZ”, respectând indicația de lungime și literă de început."
0,True,Ruj roşu!,Rj,Rj,"Enigma este de tip joc de cuvinte: se cere un cuvânt foarte scurt, cu exact 2 litere, care începe cu literele indicate în indiciu („Rj”). În limba română nu există cuvânt de uz comun cu acea structură, așa că soluţia este exact sequenţa de litere cerută – „Rj”. Această secvenţă reprezintă inițialele expresiei date în enigmă („Ruj roșu!”), fiind cea mai simplă și singura opţiune care respectă toate condiţiile impuse (2 litere, începe cu Rj, fără abrevieri suplimentare)."
0,True,Rămas în urma războiului,LES,LES,"Indiciul solicită un cuvânt de 3 litere care începe cu LES. În limba română, forma ""les"" este folosită uneori ca termen poetic sau arhaic pentru a desemna „rămășițele” sau „resturile” lăsate în urma unui eveniment – în acest caz, a unui război. Astfel, cuvântul ""LES"" corespunde cerinței de număr de litere și de prefix și se potrivește cu definiţia de „rămas în urma războiului”."
0,True,Unu tras pe roată!,UO,UO,"„UO” este o interjecție de surpriză folosită în limba română (ex.: „UO! Ce tare!”). Indiciul este o exclamație („Unu tras pe roată!”), iar cuvântul căutat trebuie să aibă 2 litere și să înceapă cu „UO”. „UO” respectă exact aceste condiții, fiind singurul cuvânt românesc de două litere ce începe cu „UO”."
5,True,Emisiune radiofonică,AUDIo,AUDIO,"„Emisiune radiofonică” se referă la un program transmis prin undele radio, adică la semnal sonor. În limba română cuvântul „audio” desemnează exact acest tip de conținut sonor. Are 5 litere și începe cu „AUDI”, respectând indiciul oferit."
0,True,Depuse la vedere!,DE,DE,"The clue ""Depuse la vedere!"" requires a Romanian word of exactly 2 letters that begins with ""DE"". The only Romanian word meeting both conditions is the preposition ""DE"" (meaning ""of"", ""from"" etc.). It satisfies the length and initial‑letter requirements, and as a common Romanian word it fits the puzzle constraints."
0,True,Belea curată,PAS,PAS,"În limba română, cuvântul „pas” poate desemna o trecere, un „pass” în sens sportiv. În jucăriile de cuvinte, expresia „belea curată” se referă la o trecere netedă, fără defecte – adică un „pas curat”. Astfel, cuvântul de trei litere care începe cu „PAS” şi corespunde ideii de „curat, fără impurităţi” este PAS."
5,True,In răsucit pentru funii!,NI,NI,"Indicele este un joc de cuvinte tipic al rebusurilor: cuvântul „în” (prepoziția care înseamnă „in”) este definit de „In”. „Răsucit” semnalizează o anagramă a grupului de litere din cuvântul „funii”. Din literele F U N I I se poate forma perechea de litere „NI”, care respectă cerinţa de a avea 2 litere şi de a începe cu „NI”. Prin urmare, răspunsul corect este NI."
3,True,Cursă cu mers accelerat,RaID,RAID,"„Cursă cu mers accelerat” poate fi înțeles ca o deplasare rapidă, un atac surpriză sau o operațiune de tip „raid”, termen împrumutat în limba română care descrie o acţiune scurtă, rapidă şi intensă. În plus, indiciul prezintă faptul că răspunsul are 4 litere și începe cu „RaID”, iar cuvântul „RAID” se potrivește exact cu această cerință."
,False,Plătiţi la lichidare,ASASINI,ASASINA,"În limba română cuvântul „lichidare” poate avea și sensul de „eliminare prin violență” (de exemplu, ""liquidarea"" unei persoane). Persoana care „plăteşte"" (adică comandă) o astfel de acţiune este un asasin. Forma de substantiv feminin pentru „asasin” este „asasină"", care are exact 7 litere şi începe cu „ASAS"", respectând astfel indiciul furnizat."
3,True,Loc... amenajat la ospiciu!,IcI,ICI,"Clueul indică un sinonim pentru „loc”, adică „aici”. Forma abreviată/poetică a cuvântului „aici” este „ici”, care are exact 3 litere și începe cu secvența cerută „IcI”. Astfel, „ICI” satisface atât definiţia (loc) cât şi cerinţa de număr și iniţiali de litere."
5,True,Absent la discuţii,TACUT,TACUT,"Expresia ""absent la discuţii"" descrie o persoană care nu participă verbal, rămâne tăcută. Cuvântul românesc pentru „silent”/„nu vorbește” este „tăcut”. Forma fără diacritice, potrivită pentru un puzzle de cuvinte încrucișate, este TACUT, care are exact 5 litere și începe cu TACU."
5,True,Mulţime separată,CEATa,CEATA,"În limba română, cuvântul „ceată” desemnează o mulțime, un grup sau o adunare de oameni. Prin urmare, definiția „Mulţime” se potrivește perfect cu „ceată”. Răspunsul are exact 5 litere și începe cu secvența cerută „CEAT”, respectând astfel indiciul oferit."
5,False,Cu haina pe el în casă,UMERAS,Umeraș,"Indiciul spune „Cu haina pe el în casă”, adică un obiect pe care se pune haina în interiorul locuinței. Cel mai potrivit substantiv românesc pentru acest obiect este „umeraș”, care servește la agățarea hainelor în casă. Cuvântul are exact 6 litere și începe cu „UMER”, respectând astfel cerințele indicelui."
5,True,O chestie care te luminează,BEC,BEC,"„O chestie care te luminează” se referă la un obiect care produce lumină. În limba română, cuvântul „bec” înseamnă lampa electrică, sursă de lumină. Are exact 3 litere și începe cu BEC, respectând indiciul oferit."
5,True,O noapte lungă (masc.),POLAR,POLAR,"În limba română o noapte foarte lungă, de obicei dacă se referă la zonele de la poli, este numită „noapte polară”. Forma de gen masculin a adjectivului este „polar”. Indicația (masc.) cere forma de gen masculin, iar cuvântul are 5 litere şi începe cu POLA, deci răspunsul corect este POLAR."
1,True,Face o introducere vorbind de imagine,FOTO,FOTO,"Clueul sugerează acțiunea de a face o introducere printr-o imagine – adică printr-o fotografie. În limba română, cuvântul scurt pentru „fotografie” este FOTO, care are exact 4 litere și începe cu secvența indicată de indiciu."
5,True,E vremea unei istorii,ERA,ERA,"În limba română cuvântul „era” înseamnă perioadă de timp, epocă, deci se potrivește definiției „E vremea unei istorii”. Are exact 3 litere și începe cu „ERA”, respectând indiciul oferit."
0,True,Mioara e dragostea lui,CIOBAN,CIOBAN,"În folclorul românesc, Mioara este adesea numele unei fete iubite, iar persoana care o iubește este de obicei un cioban (shepherd). Prin urmare, definiţia ""Mioara e dragostea lui"" sugerează cuvântul 'cioban'. Cuvântul are exact 6 litere și începe cu secvenţa cerută 'CIOB'."
5,False,Admiteri grele,RABDARI,RABDARE,"Cuvântul de 7 litere care începe cu „RABD” este „răbdare”. În limba română, „răbdare” înseamnă capacitatea de a suporta situații dificile sau grele, adică „a admite” (a tolera) lucruri grele. Prin urmare, definiţia „Admiteri grele” se potriveşte cu sensul de „răbdare”."
0,True,Puse la saltea!,LT,LT,"Clue ""Puse la saltea!"" sugerează o acţiune scurtă, de tip interjecţie, care poate fi redată printr-un „sunet” de două litere. Prin indicaţia că răspunsul are 2 litere şi începe cu „LT”, singura opţiune care respectă exact aceste condiţii este forma „LT”. Deşi nu este un cuvânt uzual, în limbajul de tip joc de cuvinte (crossword) se permite ca răspunsul să fie exact secvenţa de litere cerută, iar „LT” îndeplineşte toate constrângerile date."
5,True,Face să-şi piardă culoarea,CLOR,CLOR,"Clorul este substanța chimică folosită pentru înălbire; în română verbul „a clori” înseamnă „a face să-și piardă culoarea”. Astfel, cuvântul care corespunde definiției „Face să‑şi piardă culoarea” și are exact 4 litere, începând cu „CLOR”, este CLOR."
5,True,Mâna băgată-n foc,ARSA,ARSA,"Expresia ""Mâna băgată-n foc"" descrie o mână care a suferit arsura. În limba română, adjectivul ""ars"" (masculin) sau ""arsa"" (feminin) înseamnă ""brâncat, arsă de foc"". Pentru că este vorba de „mâna”, substantiv de gen feminin, forma corectă este ""arsa"". În plus, cuvântul are exact 4 litere și începe cu literele indiciate ""ARSA""."
5,True,Dă dovadă de lipsă a calităţii,REA,REA,"Expresia ""dă dovadă de lipsă a calităţii"" descrie ceva care este de proastă calitate, adică ""e rea"". Cuvântul românesc de trei litere care înseamnă „prost”, „de calitate inferioară” este REA, care respectă și condiția de a începe cu „REA”."
5,True,Vine mâine după ea.,IERI,IERI,"În șirul cronologic al zilelor, se spune: ieri, azi, mâine. Astfel, „mâine vine după ea” – cuvântul după care apare „mâine” în această succesiune este „ieri”. Cuvântul are 4 litere și începe cu IERI, respectând indiciul."
,False,A acţiona cu detaşare,TRANSA,TRANCE,"În limba română, cuvântul *trance* desemnează starea de detașare completă de mediul înconjurător, în care o persoană poate acționa lipsită de implicare emoțională. Astfel, expresia „a acţiona cu detaşare” poate fi descrisă prin faptul că cineva se află într-un *trance*. Cuvântul are exact 6 litere și începe cu „TRAN”, respectând indiciul furnizat."
0,True,Trage datorită muşchilor lui,REN,REN,"În limba română cuvântul „ren” are trei litere și începe cu „REN”. Un ren (rîn) este un organ al corpului care funcționează prin contracții musculare pentru a filtră și a elimina substanțe, deci „trage datorită mușchilor lui” poate fi o definiție metaforică a acestui organ. Astfel, „REN” satisface atât cerința de lungime (3 litere), cât și literele de început (REN)."
3,True,Unu cu covrig în coadă!,UO,UO,"În indiciul ""Unu cu covrig în coadă!"", ""unu"" indică prima literă a cuvântului ""unu"", adică „U"". „Covrig în coadă"" sugerează adăugarea unui cerc, asemănător formei unui covrig, la final – litera „O"". Prin urmare, combinăm „U"" cu „O"" și obținem cuvântul de două litere „UO"", care respectă indicativul de 2 litere și începe cu „UO""."
5,True,Pus pe fugă,ATLET,ATLET,"Expresia „pus pe fugă” sugerează o persoană care este pusă să alerge, adică un alergător. În limba română, un alergător este un „atlet”. Cuvântul are exact 5 litere și începe cu şirul cerut „ATLE”, îndeplinind astfel cerințele indiciului."
0,False,Face semn la obraz,RID,RÎD,"„Face semn la obraz” sugerează un zâmbet sau o expresie de râs pe obraz. Verbul românesc pentru a râde / a zâmbi este „a râde”. Forma la persoana I, prezent, este „râd”. Conform ortografiei vechi (folosită în enigmă), această formă se scrie „rîd”, adică trei litere care încep cu RID, exact cum cere indiciul. Prin urmare, RÎD este răspunsul potrivit."
4,True,Meseria lor rămâne... de căruţă,ROTARI,ROTARI,"În limba română „roată” este componenta principală a căruţei. Persoanele care fabrică roţi pentru căruţe sunt, în mod figurat, numite „rotari” (de la „roată”). Astfel, definiţia “Meseria lor rămâne... de căruță” se referă la cei care îşi păstrează profesia legată de roţi/căruţe, adică rotari. Cuvântul are exact 6 litere şi începe cu ROTA, îndeplinind cerinţa indicată."
,False,Se încing la horă,ITARI,ITARĂ,"În limba română ""itară"" este un cuvânt arhaic/ regional care înseamnă ""flacără"" sau „foc aprins”. Prin urmare, expresia „Se încing la horă” poate fi înțeleasă ca „Se aprinde focul la horă”, adică faptul că la horă se aprinde o ""itară"". Cuvântul are exact 5 litere și începe cu secvența cerută „ITAR”."
5,True,Sub acoperire... face faţă agenţilor,CROM,CROM,"În limba română „crom” se referă la un strat protector de crom (un fel de acoperire metalică).  Ideea de „sub acoperire” poate fi asociată cu acest strat de crom, iar expresia „face faţă agenţilor” sugerează rezistenţa și capacitatea de a proteja împotriva unor agenţi corozivi sau chimici.  Cuvântul are exact 4 litere şi începe cu „CROM”, respectând astfel indiciul dat."
5,True,Lovituri venite de jos în sus,UPERCUTURI,UPERCUTURI,"Clue: „Lovituri venite de jos în sus” descrie loviturile de box cunoscute în engleză ca „uppercuts”, adică lovituri care pornesc de jos și urcă spre cap. În română termenul împrumutat este ""upercut"" (singular) și forma de plural este ""upercuturi"". Această variantă începe cu „UPER"" și are exact 10 litere, respectând indiciul dat."
5,True,Un ansamblu de facultăţi,MORAL,MORAL,"În limba română cuvântul „moral” poate desemna ansamblul de facultăţi morale ale unei persoane – setul de valori, principii și judecăţi etice pe care le posedă. Astfel, definiţia „Un ansamblu de facultăţi” se poate interpreta ca referire la acest set de facultăţi morale, iar cuvântul „MORAL” conţine exact 5 litere şi începe cu şirul solicitat „MORA”."
0,True,Plimbatul cu familia,ROIT,ROIT,"„Plimbatul cu familia” sugerează o ieșire scurtă, agreabilă, în grup. În limbaj colocvial românesc există forma „roită”, derivată din „roată”, folosită pentru a desemna o plimbare cu mașina sau cu bicicleta în familie. În varianta abreviată, cu patru litere, cuvântul devine ROIT, care se potrivește exact cu numărul de litere cerut (4) și cu prefixul indicat (ROIT)."
0,True,A lucra la definitivat,ELABORA,ELABORA,"Expresia „a lucra la definitivat” înseamnă a pregăti, a dezvolta materialul pentru examenul de definitivat. Verbul potrivit în română este „a elabora”, care are sensul de a lucra la un proiect sau la un document. Cuvântul „ELABORA” are exact 7 litere și începe cu „ELAB”, respectând indicațiile date."
5,True,Nuia!,DA,DA,"În limba română, „da” este răspunsul pozitiv la o întrebare sau la o exclamare. Într-un joc de cuvinte, expresia „Nuia!” poate fi privită ca un joc de opozare între „nu” (negativ) și „ia” (imperativ), iar răspunsul corect, în sensul opus, este „da”. Pe lângă faptul că are exact 2 litere și începe cu „DA”, acest cuvânt este cel care se potrivește cu indiciul oferit."
5,True,Cărare pe mijloc!,RA,RA,"În enigmă „Cărare pe mijloc!” se cere partea de mijloc a cuvântului „cărare”. Cuvântul „cărare” are șase litere (C Ă R A R E); literele din mijloc sunt „RA”. Răspunsul are 2 litere și începe cu RA, conform indiciului."
0,True,A face o manevra de a câştiga teren,DRENA,DRENA,"În limba română cuvântul „drena” (substantiv) desemnează o mică tranșee, o „drenă” săpată în sol în scop militar sau de construcție. Să „faci o drenă” înseamnă a săpa sau a amenaja acea tranșee pentru a avansa și a câștiga teren în fața adversarului. Astfel, definiția „A face o manevră de a câştiga teren” se potrivește cu sensul de a crea o drenă, iar cuvântul are exact 5 litere şi începe cu „DREN”."
0,True,Barcă folosită la inundaţii,ARCA,ARCA,"În limba română cuvântul „arca” desemnează atât o cutie, cât și o barcă mică cu fund plat, folosită în special în zone inundate pentru transport sau salvare. Definiția „Barcă folosită la inundaţii” face referire exact la acest tip de ambarcaţiune, iar „ARCA” are 4 litere şi începe cu ARCA, respectând indicaţia primită."
5,False,Obiectiv de telescop (pl.),ASTRI,ASTRE,"În limba română cuvântul „astr” (cu sens de „stea”, folosit în special în registre poetice) are forma de plural „astre”. Un telescop este folosit pentru a privi stelele, așa că „obiectiv de telescop (pl.)” se referă la aceste obiecte ceresti. „ASTRE” are exact 5 litere și începe cu secvenţa „ASTR”, respectând indicul dat."
0,True,Firav la trup!,IRA,IRA,"„Firav la trup!” descrie o stare de slăbiciune și vulnerabilitate fizică, adesea însoțită de tremur. În limba română cuvântul **ira** (din latină *ira*) înseamnă „tremur, zbucium interior”, care se poate manifesta și la nivel fizic, de exemplu prin tremur al corpului. Astfel, „ira” exprimă acea fragilitate a trupului menționată în indiciu, are exact 3 litere și începe cu „IRA”, respectând cerințele date."
5,True,O vorbă şoptită,ALO,ALO,"Indiciul specifică că răspunsul trebuie să aibă 3 litere și să înceapă cu „ALO”. În limba română, cuvântul „alo” este interjecția utilizată la telefon, adesea rostită cu ton scăzut, ca un cuvânt șoptit. Prin urmare, „ALO” îndeplinește toate condițiile cerute."
5,False,Umblări de colo pînă colo,FOIRI,FOIRE,"Expresia „umblări de colo pînă colo” descrie o mișcare haotică, un agitat, un desteptătură fără rost. În limba română colocvială, „foire” înseamnă exact o agitație, o încurcătură, un haos de acest tip. Cuvântul are 5 litere și începe cu „FOIR”, respectând astfel indiciul primit."
5,True,Succesiune rămasă în pronunţare.,ETC,ETC,"În limba română expresia „et cetera” se foloseşte atunci când se lasă neterminată o succesiune de elemente, adică se rămâne la pronunţarea cuvântului „etc”. Astfel, definiţia „Succesiune rămasă în pronunţare” descrie exact această situaţie. Cuvântul căutat are 3 litere şi începe cu ETC, deci răspunsul este ETC."
5,True,Alunecă iarna pe zăpadă,BOB,BOB,"În limba română cuvântul „bob” desemnează un tip mic de sanie folosită pe zăpadă, în special de copii, pentru alunecare în sezonul rece. Definiţia „Alunecă iarna pe zăpadă” descrie exact această activitate. „BOB” are 3 litere și începe cu BOB, respectând astfel indiciul oferit."
5,True,Numai tras afară îşi arată secretele,SERTAR,SERTAR,"Expresia „Numai tras afară îşi arată secretele” descrie un obiect care, atunci când este tras (deschis) afară, dezvăluie ce conţine în interior. Un ""sertar"" (în română, sertar = dulap, sertar de birou) trebuie tras în afară pentru a se deschide și pentru a arăta conținutul său, adică „secretele” lui. Cuvântul are exact 6 litere şi începe cu „SERT"", conform indiciului."
3,True,Expunere la masă,ETALARE,ETALARE,"În limba română cuvântul „etalare” (7 litere) înseamnă actul de a expune, de a aranja ceva pe o suprafață, de obicei pe o masă, pentru a fi prezentat sau vândut. Definiţia „Expunere la masă” se potriveşte perfect cu sensul de „expunere” (exhibiție) și cu locul de desfășurare – masa. În plus, cuvântul începe cu literele „ETAL” conform indiciului."
