rationale_score,match,clue,answer,prediction,rationale
5,True,"Figura centrală a creștinismului și a islamului, predicator și botezător pe malurile Iordanului, sărbătorit la șapte ianuarie",IOAN,IOAN,"<think> Analizând definiția, figura descrisă este Ioan Botezătorul, cunoscut ca Botezătorul lui Iisus, important atât în creștinism, cât și în islam. El este considerat predicator și cel care i-a botezat pe Iisus pe malurile Iordanului, iar sărbătoarea sa este pe 7 ianuarie. Posibile răspunsuri în română ar putea fi ""Ioan"", ""Botez"", ""Botezător"" etc. Datorită indiciului că răspunsul are 4 litere și începe cu „IOAN”, singura opţiune care îndeplineşte ambele condiţii este cuvântul ""IOAN"". </think>"
5,True,"Numele de scenă a rapperului și D. J. -lui german, interpretul piesei „Lasă să plouă”",NANA,NANA,"Analizând definiția, căutăm numele de scenă al unui rapper și DJ german care a interpretat piesa „Lasă să plouă”. Nu există multe nume de scenă germane de patru litere care să înceapă cu „NANA”. În cadrul opțiunilor posibile, singurul nume care se potrivește exact cu indicația de „4 litere și începe cu NANA” este „NANA”. Astfel, răspunsul este NANA."
5,True,Interpretul transilvănean al colindului „Mare iarnă s-o lăsat” (Aurel),TAMAS,TAMAS,"Clue: ""Interpretul transilvănean al colindului „Mare iarnă s-o lăsat” (Aurel)"" asks for the surname of the Transylvanian performer named Aurel who sang this traditional carol. Among Romanian folk singers, the known Aurel Tamás (scris în română TAMAS) fits this description. The hint specifies that the answer must have 5 letters and begin with ""TAMA"", which matches exactly ""TAMAS"" (T‑A‑M‑A‑S). Hence the answer is TAMAS."
5,True,Compozitor român al cărui album „Melodii alese” conține și piesa „Un fulg de nea” (Mișu),IANCU,IANCU,"The clue asks for a Romanian composer whose album ""Melodii alese"" includes the piece ""Un fulg de nea"" (Mișu). Among Romanian composers, the surname Iancu fits this description. The hint further restricts the answer to 5 letters starting with ""IANC"", which uniquely matches the word ""IANCU"" (I‑A‑N‑C‑U). Therefore, the correct answer is IANCU."
5,True,"Sportivi care execută o serie de elemente specifice precum sărituri, piruete după o anumită coregrafie, pe o suprafață acoperită de gheață",PATINATORI,PATINATORI,"Clue descrie sportivi care fac sărituri, piruete și alte elemente coregrafice pe gheață – adică patinatori, în special de patinaj artistic. Cuvântul ""patinatori"" are exact 10 litere și începe cu șirul solicitat ""PATI"", respectând astfel ambele indicii."
5,True,Masă de zăpadă care se pune în mișcare și alunecă pe versantul sau pe valea unui munte,AVALANSA,AVALANSA,"<think> Analizăm definiția: „Masă de zăpadă care se pune în mișcare și alunecă pe versantul sau pe valea unui munte”. Aceasta descrie fenomenul cunoscut în limba română ca „avalanșă”. Alte cuvinte posibile ar putea fi „zăpadă curgătoare” sau „derapaj”, dar acestea nu sunt termeni consacrați pentru fenomenul descris. După ce identificăm „avalanșă” ca răspuns, verificăm indiciul: trebuie să aibă 8 litere și să înceapă cu „AVAL”. Forma fără diacritice a cuvântului „avalanșă” este „AVALANSA”, care are exact 8 litere și începe cu „AVAL”. Prin urmare, răspunsul corect este AVALANSA. </think>"
5,True,Tabloul „Iarna la Timișoara” a fost realizat de acest pictor bănățean (Ioan),ISAC,ISAC,"Clueul cere numele pictorului din Banat pe nume Ioan care a realizat tabloul „Iarna la Timișoara”. În istoria artei românești, pictorul Ioan Isac este cunoscut pentru această lucrare. Lista de pictori cu prenumele Ioan include, de exemplu, Ioan Necula, Ioan Răcanu etc., dar niciunul dintre aceștia nu are legătură cu tablou menționat și niciunul nu are nume de patru litere. Prin urmare, singura opţiune potrivită este „Isac”. Aceasta corespunde și hint‑ului: răspunsul are 4 litere şi începe cu „ISAC”, deci cuvântul complet este ISAC."
4,True,"Interpretă de folclor a cântecului dobrogean, din repertoriul căreia amintim melodia „Ceață, ceață, negureață” (Aneta)",STAN,STAN,"Clueul cere numele interpretului de folclor al cântecului dobrogean cunoscut prin melodia „Ceață, ceață, negureață”. Interpretul bine‑cunoscut al acestui cântec este ""Stan"" – un nume de scenă sau prenume folosit în folclorul românesc. Numărul de litere cerut este 4 și trebuie să înceapă cu „STAN"", conform indiciului, ceea ce se potrivește exact cu cuvântul ""STAN""."
5,True,„Peisaj cu zăpadă” este titlul tabloului creat de acest pictor clujean de etnie maghiară (Ferenc),ACS,ACS,"Clue asks for the painter (of Hungarian ethnicity, from Cluj) who painted ""Peisaj cu zăpadă"". The known Hungarian‑Romanian painter is Ferenc Ács. In Romanian crossword puzzles diacritics are omitted, so the surname is written as ACS, which matches the hint: exactly 3 letters and starts with ACS."
5,True,"Precipitație atmosferică solidă, alcătuită din cristale de apă înghețată, care cade pe sol la temperaturi sub zero grade Celsius, și formează un strat alb, granular",ZAPADA,ZAPADA,"Clauza descrie o precipitație atmosferică solidă formată din cristale de apă înghețată, care cade ca un strat alb și granular – adică zăpadă. În română cu diacritice cuvântul este „zăpadă”, dar în cuvinte de tip cruce se scrie fără diacritice: ZAPADA. Acesta are exact 6 litere și începe cu secvența ZAPA, conform indiciului, deci se potrivește perfect."
5,True,"Publicație tipărită de regulă la sfârșitul unui an calendaristic, care poate fi o prezentare detaliată a activității unei instituții sau organizații, sau chiar a datelor statistice importante dintr- o ramură sau țară de pe parcursul anului",ANUAR,ANUAR,"Clue definition: se referă la o publicație tipărită la sfârșitul anului, ce sumarizează activitatea unei instituții sau date statistice – adică un *anuar* (în limba română echivalentul unui yearbook/annual). Fără indicii, posibile cuvinte ar fi „raport”, „anual”, „bilant” etc. Aplicând indiciul că răspunsul are 5 litere și începe cu „ANUA”, singura variantă care se potrivește este „ANUAR"" (A‑N‑U‑A‑R). Prin urmare, răspunsul corect este ANUAR."
5,True,Pictoriță autohtonă prezentă pe simezele expozițiilor cu tabloul acrilic pe pânză intitulat „Timp înghețat” (Mariana),OROS,OROS,"Clue-ul descrie o pictoriță autohtonă, al cărei prenume este dat între paranteze – „Mariana”. În tiparele cruciștilor românești, când se menționează un nume de familie, se cere de obicei să se scrie doar numele de familie. Astfel, pictorița căutată este Mariana Oros. Hint‑ul spune că răspunsul are 4 litere și începe cu „OROS"", ceea ce se potrivește perfect cu numele de familie OROS."
5,True,Obiect din cauciuc dur întrebuințat în loc de minge la jocul de hochei pe gheață,PUC,PUC,"<think> Analizând definiția, căutăm un obiect din cauciuc dur utilizat în loc de minge la hocheiul pe gheață. În limba română, echivalentul termenului englezesc ""puck"" este ""puc"" – un disc mic, din cauciuc dur, folosit în acest sport. Alte posibile răspunsuri (de ex. ""DISCUL"", ""DISK"") nu corespund lungimii indicată. Indiciul specifică exact 3 litere și că începe cu ""PUC"", ceea ce coincide perfect cu cuvântul ""PUC"". Deci, răspunsul corect este PUC. </think>"
5,True,"Critic, istoric literar, poet și traducător giurgiuvean, autorul poeziei „Norii”, din care citam: „Și de cădeți cu rodul unei ploi/ Sau cu-a zăpezii albă risipire, / Sunteți avântul către forme noi” (Tudor)",VIANU,VIANU,"Clue describes a critic, literary historian, poet and translator from Giurgiu, author of the poem ""Norii"". The most famous Romanian figure that fits this description is Tudor Vianu, who was indeed born in Giurgiu and was a noted critic, historian, poet and translator. The surname ""Vianu"" has exactly 5 letters and starts with the required ""VIAN"". Therefore, the correct answer is VIANU."
5,True,Cristale de gheață lungi și ascuțite,ACE,ACE,"<think> Analizăm definiția: „Cristale de gheață lungi și ascuțite” sugerează obiecte subțiri, lungi și ascuțite care apar în mediul înghețat, adică „ace de gheață”. În limba română, cuvântul „ac” înseamnă „ac, obiect subțire și ascuțit”. Forma sa de plural este „ace”, care se potrivește perfect cu descrierea de mai sus. Lista de posibile răspunsuri include termeni ca „ghețuri”, „glaci”, „stâlpi”, dar niciunul nu se potrivește cu lungimea de 3 litere. Folosind indiciul că răspunsul trebuie să aibă 3 litere și să înceapă cu „ACE”, singura opțiune posibilă este „ACE”. Astfel, răspunsul corect este ACE. </think>"
5,True,"Artistă și muziciană japonezo-americană, interpreta melodiei „Ascultă, ninge!” (Yoko)",ONO,ONO,"<think> Analizăm definiția: ""Artistă și muziciană japonezo-americană, interpreta melodiei „Ascultă, ninge!” (Yoko)"" indică o persoană cunoscută, de origine japoneză și americană, cu activitate artistică și muzicală, legată de numele Yoko. Cea mai cunoscută figură care se potrivește este Yoko Ono. Lista de posibile răspunsuri fără indici ar include nume ca YOKO, ONO, etc. Indiciul spune că răspunsul are 3 litere și începe cu ONO, ceea ce se potrivește perfect cu ""ONO"". Deci răspunsul corect este ONO, care are exact 3 litere și începe cu ONO. </think>"
5,True,"Renumit actor englez, prezent în distribuția filmului „Crăciun la castel” regizat de Michael Damian (Roger)",MOORE,MOORE,"Clueul descrie un „renumit actor englez” cu prenumele Roger, ceea ce sugerează foarte probabil pe Roger Moore, cunoscut în special pentru rolurile sale în seria James Bond. Numele de familie al acestui actor este MOORE, are exact 5 litere și începe cu secvența ""MOOR"" specificată în indiciu. Prin urmare, răspunsul corect este MOORE."
5,True,Aburit,ASUDAT,ASUDAT,"Clueul ""Aburit"" se referă la o stare de ceaţă, de vizibilitate redusă, sinonim cu ""abur"". În limbajul colocvial și în unele dicționare regionale, adjectivul ""asudat"" descrie exact această stare de a fi învăluit în abur sau de a fi neclar. Datorită indiciului, cuvântul trebuie să aibă 6 litere și să înceapă cu „ASUD”. Forma ""ASUDAT"" îndeplinește ambele condiții: are 6 litere și începe cu „ASUD”."
5,True,"Cântăreață autohtonă de muzică populară și de romanțe, interpreta melodiei „Dacă-n douăzeci de toamne” (Ioana)",RADU,Radu,"<think> Analizând definiția, căutăm o cântăreață autohtonă de muzică populară și de romanţe, cunoscută sub numele Ioana, care a interpretat melodia „Dacă‑n douăzeci de toamne”. Cântărețele românești cu prenumele Ioana includ Ioana Radu, Ioana Rădulescu etc. Dintre acestea, singura variantă care are exact 4 litere și începe cu „RADU” este prenumele „Radu”. Astfel, răspunsul trebuie să fie Radu, care corespunde numelui de familie al Ioanei în cauză și satisface atât numărul de litere (4), cât și începutul cerut (RADU). </think>"
0,True,Un om cu semnele toamnei la tâmple,SUR,SUR,"Clue: „Un om cu semnele toamnei la tâmple”. În criptic, definiţia este „un om”. Cuvântul de trei litere care înseamnă „om” în limbaj colocvial este „sur” (prescurtare de la „surdu”, folosit uneori în vorbirea de stradă pentru a desemna un tip de persoană). Partea de joc de cuvinte: „semnele toamnei” sunt culorile caracteristice – galben, portocaliu, roșu – şi se pot reda prin literele **U** și **R** (cuvântul „auriu”, tipic toamnei). Aceste litere trebuie puse „la tâmple”, adică la capetele unei alte litere. Dacă punem literele U şi R la capetele literei „S” (simbol al conturului capului, templele fiind marginile), obţinem cuvântul **SUR**. Astfel, am obținut un cuvânt de 3 litere, care începe cu „SUR”, respectând indiciul dat, și care corespunde definiţiei „un om”."
4,True,Inflorescență caracteristică plantelor graminee,SPIC,SPIC,"Clueul se referă la tipul de inflorescență specifică plantelor din familia gramineelor, adică un **spic** (în engleză: spike). Printre posibilele răspunsuri: „spic”, „cob"", „pană"" etc., dar doar „spic"" are exact 4 litere și începe cu literele indicate în indiciu – SPIC. Prin urmare, răspunsul corect este SPIC."
5,True,"Arbore de mărime medie, unicul membru din genul cydonia, originar din regiunea Caucazului, este un pom fructifer înrudit cu mărul și părul, iar fructele sale, care se culeg toamna, sunt mari, galbene, aromate și acoperite cu puf",GUTUI,GUTUI,"Clue descrie arborele din genul Cydonia, originar din Caucaz, cunoscut pentru fructele galbene, aromate și acoperite cu puf – este gutuiul (quincea). Cuvântul ""gutui"" are 5 litere și începe cu ""GUTU"", respectând indicația de început. Astfel, răspunsul corect este GUTUI."
5,True,"Poet francez precursor al simbolismului, autorul poeziei „Boema mea” din care cităm versurile: „Și către toamnă, vai, mă trage ața!/ M-aplec, și-aud picioarele cum cântă/ La orga drumului flămândă!” (Arthur)",RIMBAUD,RIMBAUD,"Clue cere numele unui poet francez precursor al simbolismului, autor al poemului „Boema mea” din care fac parte versurile citate. Poetul francez cunoscut ca precursor al simbolismului este Arthur **Rimbaud**. Numele său are exact 7 litere și începe cu 'RIMB', conform indiciului. Prin urmare, răspunsul corect este RIMBAUD."
5,True,"Structură ascuțită sub formă de țeapă, care crește pe tulpina sau ramurile unei plante",SPIN,SPIN,"Definiția descrie o ""spină"" – o structură ascuțită, asemănătoare cu o țeapă, care apare pe tulpina sau ramurile plantelor. În multe rebusuri și jocuri de cuvinte, forma de bază a cuvântului este folosită fără terminaţia de gen/flexiune, astfel că ""spină"" devine ""spin"". Acest cuvânt are exact 4 litere și începe cu ""SPIN"", respectând indiciul oferit."
5,True,"Regizor timișorean care realizat filmul „Septembrie”, avându-i în rolurile principale pe actorii Anda Onesa și Geo Costiniu (Timotei)",URSU,URSU,"Clue descrie regizorul timișorean al filmului „Septembrie”, cu actorii Anda Onesa și Geo Costiniu în roluri principale. Regizorul cunoscut pentru acest film este Timotei Ursu. Întreaga denumire a regizorului constă în prenume și nume de familie, iar în puzzleuri de tip cruce se cere de obicei numele de familie. Numele ""Ursu"" are exact 4 litere și începe cu șirul dat ""URSU"", îndeplinind astfel condiția de lungime și de prefix impusă de indiciu."
5,True,"Ape curgătoare mari dintre care putem aminti Sava, Drava, Kupa și Dunărea, de pe teritoriul Croației (sg.)",RAU,RAU,"Clue defines a ""large flowing water"" (plural: ape curgătoare mari) such as Sava, Drava, Kupa, Dunărea, i.e., a river. In Romanian the singular term for a river is ""râu"" (written without diacritics as RAU). The hint specifies 3 letters starting with RAU, which matches exactly the word RAU."
5,True,"Nume dat sporturilor nautice care se practică în ambarcațiuni puse în mișcare cu ajutorul vâslelor; Campionatul Mondial din 2000 a fost organizat de Croația, care a mai câștigat și o medalie de aur la Campionatul Mondial din 2010",CANOTAJ,CANOTAJ,"Clueul descrie sporturile nautice practicate în ambarcaţiuni împinse cu vâsle. În limba română, denumirea colectivă pentru astfel de sporturi este „canotaj”. Alte cuvinte posibile ar fi „canoe” sau „canoeli”, dar „canoe” are doar 5 litere și „canoeli” desemnează ambarcaţiunile, nu sportul. Având în vedere indiciul că răspunsul are 7 litere și începe cu „CANO”, singura variantă potrivită este „CANOTAJ”, care are exact 7 litere și corespunde definiţiei."
5,True,"Oraș european, capitala Croației, situat pe versantul muntelui Medvednica și pe malul râului Sava, la o altitudine de 120 m, ce oferă o bună legătură de trafic între Europa Centrală și Marea Adriatică",ZAGREB,ZAGREB,"Definiția descrie capitala Croației, orașul situat pe versantul muntelui Medvednica și pe malul râului Sava, cu legături de trafic importante. Capitala este Zagreb, care are exact 6 litere și începe cu șirul de litere ZAGR, conform indiciului primit."
5,True,"Dintre speciile indigene de păsări și animale domestice specifice Croației se numără opt rase de ovine, cinci de vite, două de porci, una de găini și cinci rase de astfel de animale de călărie și folosite pentru diverse munci; foarte cunoscută este Coldblood, o rasă autohtonă de talie medie-grea folosită la tracțiune. Alte rase croate sunt Međimurje și Posavac, tot de talie medie-grea pentru tracțiune (sg.)",CAL,CAL,"Clueul descrie rase autohtone de animale de tracţiune din Croaţia, menţionând în mod explicit rase de cai (Cold‑blood, Međimurje, Posavac). Astfel, cuvântul căutat este un substantiv comun care desemnează aceste animale, adică „cal”. Din lista de posibile răspunsuri (cai, cal, cală etc.) se păstrează forma de trei litere, iar indiciul spune că trebuie să înceapă cu „CAL”. „CAL” are exact 3 litere și începe cu „CAL”, deci este răspunsul corect."
5,True,"Rege al Ungariei din 1077 până la moarte, în 1095, care a dus o politică de expansiune teritorială în Croația, învingător împotriva pecenegilor și cumanilor, a cucerit Slovenia și Croația; prin fondarea Diecezei de Zagreb, sub influență și control maghiar, Ungaria a obținut acces la Marea Adriatică (cel Sfânt)",LADISLAU,LADISLAU,"Clue descrie un rege al Ungariei între 1077‑1095, cunoscut pentru expansiunea teritorială în Croaţia, confruntările cu pecenegii și cumanii, cucerirea Sloveniei și înființarea Diecezei de Zagreb, asigurând acces la Marea Adriatică. Acesta este regele Ladislau I al Ungariei. Forma românească a numelui său este „Ladislau”, care are exact 8 litere și începe cu secvența LADI, respectând indicația de lungime și prefix."
5,True,"Cel mai îndrăgit sport din lume la care Croația a avut succese notabile calificându-se de cinci ori la Campionatele Mondiale; în anul 1998, în Franța a câștigat medalia de bronz învingând Țările de Jos în finala mică cu 2-1, iar în 2018 în Rusia a jucat finala pe care a pierdut-o cu 4-2 în fața Franței",FOTBAL,FOTBAL,"Clue descrie sportul cel mai îndrăgit din lume în care Croaţia a avut performanţe notabile la Campionatele Mondiale, inclusiv medală de bronz în 1998 şi finală în 2018. Acesta este fotbalul (soccer). Cuvântul românesc pentru acest sport este „FOTBAL”, care are exact 6 litere şi începe cu literele FOTB, respectând astfel indiciul oferit."
5,True,"Om politic croat, lider și fondator al ”Partidului Țărănesc Croat”, care a reprezentat interesele țărănimii înstărite; a fost împușcat în Parlament de politicianul sârb Puniša Račić (Stjepan)",RADIC,RADIC,"Clue-ul descrie pe Stjepan Radić, politician croat, fondator al Partidului Țărănesc Croat, omorât în Parlament de Puniša Račić. Numele de familie este ""Radić""; fără diacritice se scrie „RADIC"", care are exact 5 litere și începe cu ""RADI"" conform indiciului."
5,True,"Castel situat în nordul Croației, care datează din secolul al XIII-lea, considerat cel mai bine conservat și unul dintre cele mai frumoase castele din țară; castelul este înconjurat de un parc frumos amenajat, cu un lac artificial creat prin construirea unui baraj",TRAKOSCAN,TRAKOSCAN,"Clue descrie un castel din nordul Croației, din secolul al XIII‑lea, foarte bine conservat, înconjurat de parc și lac artificial. Castelul care se potrivește perfect este Trakošćan, situat în regiunea Zagorje. Numele său, când este scris fără diacritice, are nouă litere și începe cu „TRAK"" (TRAKOSCAN). Astfel, răspunsul este „TRAKOSCAN"", respectând atât definiția, cât și indiciul privind numărul de litere și prefixul."
0,True,"Individ, tip",INS,INS,"Lista inițială de posibile cuvinte pentru definiția „Individ, tip” ar putea include termeni ca „om”, „ființă”, „gen”, „fel” etc. Toate acestea nu respectă indiciul, care cere un cuvânt de exact 3 litere care să înceapă cu „INS”. Singurul cuvânt care se potrivește pe deplin cu indiciul de lungime și cu prefixul este „INS”. În limba română „ins” este forma scurtă/abreviată a cuvântului „însuși”, folosită uneori în limbajul colocvial pentru a se referi la un individ („ins” = „eu însumi”). De asemenea, prin extensie, „ins” poate semnifica și tipul unei persoane, în sensul de „același tip”, astfel încât îndeplinește ambele sensuri ale indiciului. Prin urmare, răspunsul corect, care respectă atât definiția, cât și indiciul, este „INS”."
5,True,"Oraș pe coasta Adriatică superioară din Croația, la poalele munților Mala Kapela și Velebit, simbolul orașului fiind cetatea Nehaj, finalizată în 1558",SENJ,SENJ,"<think> Analizăm definiţia: se caută un oraş de pe coasta Adriatică superioară a Croaţiei, la poalele munţilor Mala Kapela şi Velebit, cu cetatea Nehaj (finalizată în 1558) ca simbol. Aceste informaţii descriu oraşul croat ""Senj"". Lista de posibile oraşe costaţi include: Rijeka, Pula, Zadar, Šibenik, Senj etc. Dintre ele, singurul care corespunde tuturor criteriilor este Senj. Hintul spune că răspunsul are 4 litere şi începe cu ""SENJ"" – exact numărul şi secvenţa de litere ale cuvântului ""Senj"". Deci, răspunsul este SENJ. </think>"
5,True,"Joc acvatic de echipă, la care Croația a avut rezultate foarte bune pe plan internațional cu reprezentativa masculină; la Campionatele Mondiale a câștigat medalia de bronz în 2009, 2011 și 2013, pe cea de argint în 2015, iar pe cea de aur în 2007 și 2017, când a învins în finală formația Ungariei chiar la Budapesta, cu scorul de 8-6",POLO,POLO,"Clue descrie un sport de echipă jucat în apă, unde Croaţia a obţinut medalii la Campionatele Mondiale. Acesta este „polo acvatic”, cunoscut în limba română sub denumirea de „polo”. Răspunsul trebuie să aibă 4 litere și să înceapă cu POLO, iar cuvântul POLO îndeplinește exact aceste condiții."
5,True,"Revoluționar croat și lider al revoltei țărănești, care a condus armata țărănească slab înarmată, contra armatei nobilimii condusă de episcopul guvernatorul Juraj Draškovićla în bătălia de la Stubičko Polje din 9 februarie 1573 (Matija)",GUBEC,GUBEC,"Clue describes the Croatian revolutionary and leader of the 1573 peasant revolt, whose name is Matija Gubec. The hint requires a 5‑letter word beginning with GUBE, which matches the surname GUBEC perfectly."
5,True,"Resursă hidrografică a Croației, alcătuită din râuri și lacuri, care ocupă numai 128 km² din cei 56 594 km² cât are țara (pl.)",APE,APE,"Clueul descrie o ""resursă hidrografică ... (pl.)"" a Croaţiei formată din râuri şi lacuri, adică apa în forma sa colectivă. În limba română, substantivul colectiv pentru apa curgătoare și statică este „ape”. Cuvântul are exact 3 litere și începe cu „APE”, potrivindu‑se perfect cu indiciul furnizat."
5,True,"Actriță de teatru, remarcată în piesele de teatru „Vicleniile lui Scapin” de Moliére în 1932, „Take, Ianke și Cadîr” în 1938, „Electra” de Sofocle (rol titular) și în „Hamlet”, este cea de a doua soție a lui Victor Ion Popa (Maria)",MOHOR,MOHOR,"Clueul descrie o actriță de teatru din perioada interbelică, cunoscută pentru rolurile din „Vicleniile lui Scapin” (1932), „Take, Ianke și Cadîr” (1938), „Electra” și „Hamlet”. Această actriță a fost a doua soție a regizorului‑dramaturg Victor Ion Popa, pe nume Maria *Mohor*. Numele de familie „Mohor” are exact 5 litere și începe cu secvenţa indicată „MOHO”, conform indiciului furnizat."
5,True,"Actriță, care a desfășurat o prestigioasă activitate teatrală la Teatrul Național București și Teatrul Național Radiofonic, având apariții rare, dar memorabile, pe micul sau marele ecran (Dina)",COCEA,COCEA,"Clue describes o actriță cu o carieră prestigioasă la Teatrul Național București și Teatrul Național Radiofonic, cu apariții rare pe ecran, și între paranteze apare prenumele 'Dina'. Actrița cunoscută în România cu prenumele Dina și cu acest profil este Dina Cocea. Numele de familie are 5 litere și începe cu „COCE"", deci răspunsul corect este COCEA."
5,True,"Principesă de Bourbon-Parma, a fost soția regelui Mihai I al României și fiica prințului René de Bourbon-Parma și a prințesei Margaret a Danemarcei",ANA,ANA,"Clue descrie o prințesă din casa Bourbon‑Parma, soția regelui Mihai I al României, fiica prințului René de Bourbon‑Parma și a prințesei Margaret a Danemarcei. Numele ei este Ana (în română se scrie ""Prințesa Ana""). Răspunsul trebuie să aibă 3 litere și să înceapă cu ANA, deci „ANA"" este exact potrivit."
5,True,"Renumită solistă de operă romană , una dintre cele mai prodigioase soprane lirice din anii 1950-1970 fiind „Prima donna abssoluta” a teatrului de Operă din Roma, unde a cântat cu cei mai renumiți tenori, de la Beniamino Gigli și Ferruccio Tagliavini până la Luciano Pavarotti și Plácido Domingo (Virginia)",ZEANI,ZEANI,"Clue descrie o celebră soprană româncă din perioada 1950‑1970, menționând explicit pe ""Virginia"". Cântăreața la care se face referire este Virginia Zeani, una dintre cele mai importante soprane lirice ale vremii. Numele de familie ""Zeani"" are exact 5 litere și începe cu șirul de litere indicat în indiciu, ""ZEAN"". Prin urmare, răspunsul corect este ZEANI."
